sn,BN,TN,instructed_hand,instructed_finger,force_center,success,r1,r2,r3,r4,r5,l1,l2,l3,l4,l5,Br1,Br2,Br3,Br4,Br5,Bl1,Bl2,Bl3,Bl4,Bl5,MD_p,MD_r1,MD_r2,MD_r3,MD_r4,MD_r5,MD_l1,MD_l2,MD_l3,MD_l4,MD_l5
s101,1,22,1,1,0.2,True,0.21000569002494857,0.08917776707858556,0.07351804029704848,0.0933796316559918,0.11493364069194593,1.0,1.0,1.0,1.0,1.0,0.0,0.07210166177908114,0.06439882697947213,0.06463343108504399,0.10932551319648094,1.0,1.0,1.0,1.0,1.0,0.011932162012911652,-1.0,0.013712556925512077,0.007455133156415169,0.0232537631730047,0.004764523375713672,0.0,0.0,0.0,0.0,0.0
s101,1,23,1,2,0.4,True,0.0,0.46887750883899176,0.0639957592292691,0.06528452556377448,0.11370323358768232,1.0,1.0,1.0,1.0,1.0,0.0,0.08297165200391006,0.06717497556207233,0.06916911045943304,0.1160117302052786,1.0,1.0,1.0,1.0,1.0,0.0026163274392786997,0.0,-1.0,0.003153086579445572,0.003858420851690578,0.002624292639225835,0.0,0.0,0.0,0.0,0.0
s101,1,24,1,2,0.4,True,0.0,0.47218939515521124,0.06617450382496122,0.06774533977230174,0.11026003900341888,1.0,1.0,1.0,1.0,1.0,0.0,0.058572825024437926,0.06791788856304985,0.06869990224828934,0.10850439882697947,1.0,1.0,1.0,1.0,1.0,0.0011823482721553757,0.0,-1.0,0.0016407359404847239,0.0013108490915547896,0.0015512691107990083,0.0,0.0,0.0,0.0,0.0
s101,1,25,1,5,0.2,True,0.0,0.08352664828350914,0.0721125555020596,0.11124241937915505,0.31584501733755466,1.0,1.0,1.0,1.0,1.0,0.0,0.07311827956989247,0.06721407624633431,0.0684652981427175,0.11139784946236558,1.0,1.0,1.0,1.0,1.0,0.01623586145777158,0.0,0.00849247778585152,0.00402913611741306,0.03603010247718218,-1.0,0.0,0.0,0.0,0.0,0.0
s101,1,26,1,2,0.2,True,0.0,0.2746871702095583,0.06433618807234599,0.0670061228559062,0.12514164271506592,1.0,1.0,1.0,1.0,1.0,0.0,0.07307917888563051,0.06690127077223851,0.0681524926686217,0.12512218963831867,1.0,1.0,1.0,1.0,1.0,0.001408883027690458,0.0,-1.0,0.0021675526873960642,0.0019745600528316303,0.000555368074853069,0.0,0.0,0.0,0.0,0.0
s101,1,27,1,3,0.2,True,0.0,0.08980999207287123,0.24176283781483587,0.08043360908069623,0.1151476245361657,1.0,1.0,1.0,1.0,1.0,0.0,0.08289345063538611,0.06658846529814272,0.06940371456500488,0.11440860215053764,1.0,1.0,1.0,1.0,1.0,0.005813649640988707,0.0,0.009021013499619977,-1.0,0.009564197482803963,0.000745795456095392,0.0,0.0,0.0,0.0,0.0
s101,1,28,1,1,0.6,True,0.5996556805415736,0.09788301892298042,0.10087392947287026,0.12502978752376923,0.12344436176886826,1.0,1.0,1.0,1.0,1.0,0.0,0.06170087976539589,0.05732160312805474,0.0684652981427175,0.11558162267839686,1.0,1.0,1.0,1.0,1.0,0.028803988273351396,-1.0,0.02901087793065698,0.034291809789384856,0.04806593678036903,0.006260710266568749,0.0,0.0,0.0,0.0,0.0
s101,1,29,1,3,0.2,True,0.0,0.07179157973572996,0.27795528710309647,0.07840076256060849,0.11138345418557262,1.0,1.0,1.0,1.0,1.0,0.0,0.06451612903225806,0.05180840664711633,0.06776148582600194,0.11241446725317693,1.0,1.0,1.0,1.0,1.0,0.0053301479072248095,0.0,0.006890442827334151,-1.0,0.010013709291784316,0.0009377818308371277,0.0,0.0,0.0,0.0,0.0
s101,1,30,1,3,0.4,True,0.0,0.07682992661326797,0.44050033313393927,0.07916429582293809,0.11407284204588009,1.0,1.0,1.0,1.0,1.0,0.0,0.06791788856304985,0.05966764418377322,0.06780058651026392,0.1130791788856305,1.0,1.0,1.0,1.0,1.0,0.005528735078939255,0.0,0.007605280120406027,-1.0,0.009865278730283021,0.0010680302146089833,0.0,0.0,0.0,0.0,0.0
s101,2,31,1,5,0.6,False,0.0023684120939778137,0.07761291295234483,0.07796793160298215,0.20481658180261936,0.6888042680050384,1.0,1.0,1.0,1.0,1.0,0.0,0.07049853372434019,0.06956011730205278,0.06991202346041055,0.09943304007820136,1.0,1.0,1.0,1.0,1.0,0.05655430584122326,0.003456507190052762,0.007645358034678754,0.006439920646983945,0.1226698445801734,-1.0,0.0,0.0,0.0,0.0,0.0
s101,2,32,1,3,0.2,True,0.0,0.06691858401054356,0.25683897229395547,0.09029145572236569,0.1177348837435501,1.0,1.0,1.0,1.0,1.0,0.0,0.06956011730205278,0.07296187683284458,0.0813685239491691,0.127663734115347,1.0,1.0,1.0,1.0,1.0,0.012103488362828532,0.0,0.03994859715792008,-1.0,0.007506357522589241,0.008055607650451867,0.0,0.0,0.0,0.0,0.0
s101,2,33,1,4,0.4,True,0.0,0.06943289418012576,0.08385248731902559,0.44551922693473006,0.16684417599198534,1.0,1.0,1.0,1.0,1.0,0.0,0.06263929618768328,0.06885630498533724,0.0699902248289345,0.11925708699902249,1.0,1.0,1.0,1.0,1.0,0.01978975842131411,0.0,0.006181918868651414,0.010735495314658876,-1.0,0.04215142386736138,0.0,0.0,0.0,0.0,0.0
s101,2,34,1,3,0.6,True,0.0,0.06645171016860954,0.6349338352227134,0.09933713640983742,0.1324219566877246,1.0,1.0,1.0,1.0,1.0,0.0,0.06670576735092863,0.07096774193548387,0.07421309872922777,0.12836754643206255,1.0,1.0,1.0,1.0,1.0,0.00995506542459668,0.0,0.0023888461095310726,-1.0,0.022218539067351415,0.0033428226684639717,0.0,0.0,0.0,0.0,0.0
s101,2,35,1,4,0.4,True,0.0,0.06787664804034567,0.10299431483832062,0.4496432792051473,0.15339723669044805,1.0,1.0,1.0,1.0,1.0,0.0,0.06334310850439882,0.08344086021505376,0.06647116324535679,0.12699902248289344,1.0,1.0,1.0,1.0,1.0,0.011416492249470533,0.0,0.0037455790764845034,0.015559835079173303,-1.0,0.021266371179514583,0.0,0.0,0.0,0.0,0.0
s101,2,36,1,5,0.6,True,0.013349673917801024,0.07138306512403768,0.06705475554777432,0.35603507389737526,0.7090597841681134,1.0,1.0,1.0,1.0,1.0,0.0,0.06283479960899316,0.06514173998044966,0.07307917888563051,0.12218963831867058,1.0,1.0,1.0,1.0,1.0,0.10358747731251333,0.015792272161684762,0.007936564362729596,0.0024510270623352643,0.24014204105261958,-1.0,0.0,0.0,0.0,0.0,0.0
s101,2,37,1,4,0.4,True,0.0,0.07313870530047709,0.09103553590794804,0.4763329005023757,0.12865778633713154,1.0,1.0,1.0,1.0,1.0,0.0,0.07284457478005865,0.07378299120234605,0.07194525904203324,0.10850439882697947,1.0,1.0,1.0,1.0,1.0,0.009624526840217766,0.0,0.0011635891689139955,0.01457415951635349,-1.0,0.017061817942658892,0.0,0.0,0.0,0.0,0.0
s101,2,38,1,3,0.4,True,0.0,0.07513750893625712,0.462740063125234,0.1023718163824086,0.10939924035735302,1.0,1.0,1.0,1.0,1.0,0.0,0.053176930596285435,0.038162267839687194,0.06228739002932551,0.0715542521994135,1.0,1.0,1.0,1.0,1.0,0.024927089095129792,0.0,0.016306282390686894,-1.0,0.03261334421251963,0.035882397679849805,0.0,0.0,0.0,0.0,0.0
s101,2,39,1,5,0.2,True,0.0,0.07092105455129047,0.06247841924298352,0.11156339514548469,0.3293551791385205,1.0,1.0,1.0,1.0,1.0,0.0,0.0647507331378299,0.05442815249266862,0.07628543499511242,0.10686217008797654,1.0,1.0,1.0,1.0,1.0,0.019867201024603664,0.0,0.005170910204416728,0.006578757063182616,0.04455835242999563,-1.0,0.0,0.0,0.0,0.0,0.0
s101,2,40,1,1,0.4,True,0.4207895031197872,0.0989821177592001,0.08648837921827811,0.11483151203902286,0.1439576311988445,1.0,1.0,1.0,1.0,1.0,0.0,0.066158357771261,0.06666666666666667,0.07624633431085044,0.1309090909090909,1.0,1.0,1.0,1.0,1.0,0.02429718840392007,-1.0,0.03316404052262693,0.01833343648053483,0.034920230628041,0.011295213123484209,0.0,0.0,0.0,0.0,0.0
s101,2,41,1,3,0.6,True,0.0,0.07526881720430108,0.6296085554631534,0.08420750596966292,0.10689465672614444,1.0,1.0,1.0,1.0,1.0,0.0,0.06877810361681329,0.0737047898338221,0.07562072336265885,0.10752688172043011,1.0,1.0,1.0,1.0,1.0,0.005065719814070853,0.0,0.005537874020111623,-1.0,0.009546611210567582,0.00204159987332429,0.0,0.0,0.0,0.0,0.0
s101,2,42,1,4,0.6,False,0.0,0.06729791900711496,0.1250930100231978,0.652295706219635,0.13208152784464774,1.0,1.0,1.0,1.0,1.0,0.0,0.06623655913978495,0.09161290322580645,0.07260997067448681,0.10811339198435972,1.0,1.0,1.0,1.0,1.0,0.013282318983719541,0.0,0.0015511754575347446,0.025150297829506417,-1.0,0.017784591041511286,0.0,0.0,0.0,0.0,0.0
s101,2,43,1,3,0.6,True,0.0,0.08680449171542094,0.6528258025609975,0.10173472811893612,0.11450080973431961,1.0,1.0,1.0,1.0,1.0,0.0,0.05865102639296188,0.06701857282502444,0.0713978494623656,0.11393939393939394,1.0,1.0,1.0,1.0,1.0,0.01631378344200971,0.0,0.024301915206246964,-1.0,0.026811105211613357,0.0012033442165350643,0.0,0.0,0.0,0.0,0.0
s101,2,44,1,1,0.6,True,0.6129129523448252,0.1223160833175277,0.12343949849968146,0.1294456359453952,0.12265164889141779,1.0,1.0,1.0,1.0,1.0,0.0,0.06471163245356794,0.06713587487781036,0.07245356793743891,0.11120234604105572,1.0,1.0,1.0,1.0,1.0,0.043194416259012394,-1.0,0.06409885130357303,0.04577450638061012,0.04876544706265562,0.00962398448509466,0.0,0.0,0.0,0.0,0.0
s101,2,45,1,1,0.6,True,0.6011584307202987,0.12128507024992341,0.1104594330400782,0.11715615471031937,0.11021140631155076,1.0,1.0,1.0,1.0,1.0,0.0,0.07530791788856306,0.06928641251221895,0.07186705767350929,0.10170087976539591,1.0,1.0,1.0,1.0,1.0,0.040278551746049183,-1.0,0.08928159440863827,0.03218061264920692,0.035786482663879654,0.0067005781901117,0.0,0.0,0.0,0.0,0.0
s101,2,46,1,2,0.2,True,0.0,0.27049016890133887,0.08457225115867388,0.071271209932741,0.09792678834566172,1.0,1.0,1.0,1.0,1.0,0.0,0.08629521016617792,0.08359726295210165,0.069208211143695,0.09755620723362658,1.0,1.0,1.0,1.0,1.0,0.00206036624505892,0.0,-1.0,0.0030973574496192453,0.0033864587364534665,0.0017427794503871847,0.0,0.0,0.0,0.0,0.0
s101,2,47,1,2,0.4,True,0.0,0.4443909484833895,0.06322249942856586,0.06771616015718085,0.10251771445801297,1.0,1.0,1.0,1.0,1.0,0.0,0.04652981427174976,0.022991202346041056,0.0187683284457478,0.09380254154447702,1.0,1.0,1.0,1.0,1.0,0.028441646391098308,0.0,-1.0,0.03433094316836149,0.04642762759852126,0.007862384561860546,0.0,0.0,0.0,0.0,0.0
s101,2,48,1,3,0.2,True,0.0,0.07594481162126805,0.28081488938494237,0.08028771100509186,0.10848494575023222,1.0,1.0,1.0,1.0,1.0,0.0,0.06819159335288368,0.05532746823069404,0.0686217008797654,0.10752688172043011,1.0,1.0,1.0,1.0,1.0,0.005500796066661191,0.0,0.00628038115386924,-1.0,0.01050311972908564,0.0011545721530069118,0.0,0.0,0.0,0.0,0.0
s101,2,49,1,1,0.6,True,0.6034782101224084,0.08905618534891524,0.09797055776834304,0.10838281709730915,0.11600842318223156,1.0,1.0,1.0,1.0,1.0,0.0,0.06408602150537634,0.059042033235581624,0.0699902248289345,0.10901270772238514,1.0,1.0,1.0,1.0,1.0,0.024768742572066738,-1.0,0.023096702814445043,0.03566553614518662,0.03404393494139462,0.0066262744686291135,0.0,0.0,0.0,0.0,0.0
s101,2,50,1,1,0.4,True,0.40667629593965654,0.07371257106452099,0.07843966871410299,0.09380759934443131,0.11533729203445141,1.0,1.0,1.0,1.0,1.0,0.0,0.06678396871945258,0.0699902248289345,0.06842619745845552,0.1104594330400782,1.0,1.0,1.0,1.0,1.0,0.009050554868972384,-1.0,0.005485695724145289,0.006502564051882303,0.019355965491163758,0.0038092055863473808,0.0,0.0,0.0,0.0,0.0
s101,2,51,1,3,0.6,True,0.0,0.07550225412526809,0.6341848917679442,0.0882002499720362,0.11409229512262734,1.0,1.0,1.0,1.0,1.0,0.0,0.06256109481915934,0.07135874877810362,0.06451612903225806,0.11042033235581622,1.0,1.0,1.0,1.0,1.0,0.01043796177155272,0.0,0.011313828916673227,-1.0,0.020261694870380917,0.0030503234694492522,0.0,0.0,0.0,0.0,0.0
s101,2,52,1,5,0.2,True,0.0,0.05697319852351147,0.07178185319735632,0.10378216444658428,0.3074266983751818,1.0,1.0,1.0,1.0,1.0,0.0,0.057986314760508306,0.06760508308895405,0.06842619745845552,0.10850439882697947,1.0,1.0,1.0,1.0,1.0,0.012969827528695216,0.0,0.003518568480436622,0.0038596353394108047,0.029620081794727273,-1.0,0.0,0.0,0.0,0.0,0.0
s101,2,53,1,4,0.2,True,0.0,0.06717633727744464,0.09127869936728869,0.2918301940930732,0.1399551606580976,1.0,1.0,1.0,1.0,1.0,0.0,0.0590811339198436,0.07151515151515152,0.0693646138807429,0.12512218963831867,1.0,1.0,1.0,1.0,1.0,0.008408067184837425,0.0,0.0064622471561984985,0.01557537140652041,-1.0,0.011681251517676846,0.0,0.0,0.0,0.0,0.0
s101,2,54,1,3,0.4,True,0.0,0.07570164816192741,0.43343886627468714,0.08658564460201436,0.1278747999980547,1.0,1.0,1.0,1.0,1.0,0.0,0.060566959921798634,0.07730205278592375,0.07319648093841642,0.1295014662756598,1.0,1.0,1.0,1.0,1.0,0.007385871698040868,0.0,0.012285923869865482,-1.0,0.011329583512479828,0.001669951509946547,0.0,0.0,0.0,0.0,0.0
s101,2,55,1,1,0.4,True,0.4229585211771057,0.07580864008403729,0.0907145601416184,0.10940410362653984,0.1346590605136585,1.0,1.0,1.0,1.0,1.0,0.0,0.03624633431085044,0.022834799608993157,0.06451612903225806,0.12512218963831867,1.0,1.0,1.0,1.0,1.0,0.035249522326767695,-1.0,0.0326544673578765,0.058371354877350796,0.03632107103413613,0.007918611290644738,0.0,0.0,0.0,0.0,0.0
s101,2,56,1,4,0.6,True,0.0,0.05326738740316015,0.12383342330381328,0.6471941368426684,0.1639310777490845,1.0,1.0,1.0,1.0,1.0,0.0,0.049032258064516124,0.0518475073313783,0.0681524926686217,0.10752688172043011,1.0,1.0,1.0,1.0,1.0,0.03208838973775953,0.0,0.004612333142422361,0.06014855491649155,-1.0,0.04258122760809297,0.0,0.0,0.0,0.0,0.0
s101,2,57,1,3,0.4,True,0.0,0.06535747460157668,0.45639836010563023,0.07959226351137762,0.1282152288411316,1.0,1.0,1.0,1.0,1.0,0.0,0.05513196480938416,0.03565982404692082,0.06670576735092863,0.12997067448680352,1.0,1.0,1.0,1.0,1.0,0.007730197942075319,0.0,0.009353887078823927,-1.0,0.014006389079985637,0.0014864957045561615,0.0,0.0,0.0,0.0,0.0
s101,2,58,1,5,0.6,True,0.0,0.05995924580421451,0.07134902223973,0.1867203571584891,0.7108689203056079,1.0,1.0,1.0,1.0,1.0,0.0,0.05626588465298143,0.06240469208211144,0.07214076246334311,0.12621700879765396,1.0,1.0,1.0,1.0,1.0,0.06250667065378342,0.0,0.005358096065477172,0.009885317933361963,0.14390957982640384,-1.0,0.0,0.0,0.0,0.0,0.0
s101,2,59,1,5,0.2,True,0.0,0.06425837576535699,0.06131123463814846,0.06595079344236783,0.3257369068635318,1.0,1.0,1.0,1.0,1.0,0.0,0.05607038123167155,0.05700879765395894,0.05958944281524927,0.1329032258064516,1.0,1.0,1.0,1.0,1.0,0.010820828418304803,0.0,0.006635568785743268,0.0038671708895032706,0.02545326283770167,-1.0,0.0,0.0,0.0,0.0,0.0
s101,2,60,1,1,0.4,True,0.4156441643201393,0.07820623179313597,0.08453334500517938,0.09645808105124426,0.14499837080482242,1.0,1.0,1.0,1.0,1.0,0.0,0.057634408602150536,0.05560117302052786,0.06392961876832845,0.13106549364613881,1.0,1.0,1.0,1.0,1.0,0.01902910624736183,-1.0,0.01778321530611155,0.026246666841368865,0.029125299354636276,0.011931820155003407,0.0,0.0,0.0,0.0,0.0
s101,3,61,1,5,0.6,True,0.015071271209932742,0.05929297792562116,0.08768960670742086,0.1954936947714993,0.7172835723630139,1.0,1.0,1.0,1.0,1.0,0.0,0.05552297165200391,0.06314760508308895,0.07304007820136853,0.10803519061583577,1.0,1.0,1.0,1.0,1.0,0.045144249611705815,0.009109916161517387,0.0036144761312359537,0.018391365657708537,0.10012413222167273,-1.0,0.0,0.0,0.0,0.0,0.0
s101,3,62,1,4,0.2,True,0.0,0.05457074354522597,0.07314843183885071,0.2804939136186127,0.13933266220218554,1.0,1.0,1.0,1.0,1.0,0.0,0.050948191593352884,0.05356793743890518,0.06576735092864125,0.10733137829912023,1.0,1.0,1.0,1.0,1.0,0.01329644640036471,0.0,0.0029725436401354774,0.015611622502648283,-1.0,0.02669794225109106,0.0,0.0,0.0,0.0,0.0
s101,3,63,1,5,0.6,True,0.0,0.06271185616395053,0.06251732539647803,0.2781644076781294,0.6879191530130384,1.0,1.0,1.0,1.0,1.0,0.0,0.051886608015640275,0.06224828934506354,0.0679960899315738,0.11221896383186705,1.0,1.0,1.0,1.0,1.0,0.07415609114830841,0.0,0.010776450374847799,0.0023214975259013373,0.16766073859940386,-1.0,0.0,0.0,0.0,0.0,0.0
s101,3,64,1,1,0.6,True,0.6156704259737481,0.10406423405941942,0.0840859242399926,0.12988819344139516,0.13170219284807633,1.0,1.0,1.0,1.0,1.0,0.0,0.0558357771260997,0.06365591397849463,0.0673704789833822,0.11421309872922776,1.0,1.0,1.0,1.0,1.0,0.03408454005569723,-1.0,0.04734230568233018,0.01880440304412163,0.05263810505717832,0.013957130327032406,0.0,0.0,0.0,0.0,0.0
s101,3,65,1,3,0.6,True,0.0,0.06770643361880724,0.6374967780841637,0.07790470910355358,0.12298721446530787,1.0,1.0,1.0,1.0,1.0,0.0,0.06467253176930596,0.07624633431085044,0.059628543499511244,0.115386119257087,1.0,1.0,1.0,1.0,1.0,0.008148622067527329,0.0,0.0035899591363569476,-1.0,0.015911893151267266,0.00668374710671559,0.0,0.0,0.0,0.0,0.0
